Rank,Title,Overall,Country,Region,Academic Reputation,Citations per Faculty,Faculty Student Ratio,Employer Reputation,International Student Ratio,International Research Network,International Faculty Ratio,Sustainabilty,FemaleStudentRatio,GDPperCapita,ImageLink
869,North-West University,NA,South Africa,Africa,7.4,14.9,4.9,11,2,92.9,6.6,28.4,61,39.20371445,https://www.topuniversities.com/sites/default/files/north-west-university_592560cf2aeae70239af4f48_small.jpg
870,Northwest Agriculture and Forestry University,NA,China,Asia,4.5,36.8,28.5,1.4,1.4,58.8,NA,1.6,54,52.76973633,https://www.topuniversities.com/sites/default/files/northwest-agriculture-and-forestry-university_592560cf2aeae70239af4df6_small.jpg
871,Okayama University,NA,Japan,Asia,8.9,7.7,61.3,3.7,6.3,52.5,6.1,14.5,40,73.04123134,https://www.topuniversities.com/sites/default/files/okayama-university_592560cf2aeae70239af4c55_small.jpg
872,Oklahoma State University ,NA,United States,North America,8.3,13.3,9.2,8.1,6.1,66.8,49.9,9.4,54,89.24293274,https://www.topuniversities.com/sites/default/files/oklahoma-state-university-_592560cf2aeae70239af5345_small.jpg
873,Pavol Jozef Šafárik University in Košice,NA,Slovakia,Europe,4.7,3,59.7,5.1,65.3,41.7,5.1,1,67,63.33955336,https://www.topuniversities.com/sites/default/files/pavol-josef-safarik-university_592560e59988f300e2321b52_small.jpg
874,Poznan University of Life Sciences,NA,Poland,Europe,5.6,6.4,94.3,2.2,7.9,31,1.9,1.1,54,59.99969104,https://www.topuniversities.com/sites/default/files/poznan-university-of-life-sciences_592560e59988f300e2321be9_small.jpg
875,Shahid Beheshti University (SBU),NA,Iran,Asia,7.9,33.3,4.1,7.3,1.6,64.7,1.6,1.5,54,30.89332457,https://www.topuniversities.com/sites/default/files/shahid-beheshti-university-sbu_592560cf2aeae70239af4e58_small.jpg
876,Swarthmore College,NA,United States,North America,3.4,11.7,88.8,2.4,21.6,12.3,8.7,1,54,89.24293274,https://www.topuniversities.com/sites/default/files/swarthmore-college_592560cf2aeae70239af5373_small.jpg
877,Technological University Dublin,NA,Ireland,Europe,12.6,3.1,12.3,13.1,38.8,43.9,31.8,28.2,44,95.98810954,https://www.topuniversities.com/sites/default/files/technological-university-of-dublin_592560cf2aeae70239af4b28_small.jpg
878,Thapar Institute of Engineering & Technology,NA,India,Asia,4.7,46.1,8.8,4.4,1.8,31.1,5.2,11.8,54,18.52273058,https://www.topuniversities.com/sites/default/files/thapar-institute-of-engineering-and-technology-deemed-to-be-university_592560e59988f300e2321c69_small.jpg
879,Tokyo University of Agriculture and Technology ,NA,Japan,Asia,13.8,30.5,12.9,7.4,7.1,40.4,5.4,1.3,54,73.04123134,https://www.topuniversities.com/sites/default/files/tokyo-university-of-agriculture-and-technology_1030_small.jpg
880,UNIVERSITY OF GDANSK,NA,Poland,Europe,12,3.9,34.9,6.2,2.4,70.6,4.8,25.7,54,59.99969104,https://www.topuniversities.com/sites/default/files/university-of-gdansk_592560cf2aeae70239af5043_small.jpg
881,Universidad ORT Uruguay,NA,Uruguay,Latin America,11.2,1.1,79,12.4,1.9,3.4,15.8,1,54,63.23619624,https://www.topuniversities.com/sites/default/files/universidad-ort-uruguay_470_small.jpg
882,Universidad de Valladolid,NA,Spain,Europe,10.5,4.3,34.4,3.8,3.6,80.2,7,43.9,54,70.02244012,https://www.topuniversities.com/sites/default/files/universidad-de-valladolid_592560cf2aeae70239af507c_small.jpg
883,Universita' degli Studi di Ferrara,NA,Italy,Europe,6.7,34.6,2.6,2.6,3.6,70,2.9,27.3,54,72.96288444,https://www.topuniversities.com/sites/default/files/universita-degli-studi-di-ferrara_592560cf2aeae70239af4ffd_small.jpg
884,University Duesseldorf,NA,Germany,Europe,12.3,7.2,44.3,8.5,14.1,66.2,NA,2.2,54,80.39040908,https://www.topuniversities.com/sites/default/files/university-duesseldorf_171_small.jpg
885,University at Albany SUNY,NA,United States,North America,8.1,33.9,5.4,4.5,7.2,66,3.9,13.2,54,89.24293274,https://www.topuniversities.com/sites/default/files/university-at-albany-suny_1835_small.jpg
886,University of Dubai,NA,United Arab Emirates,Asia,5.2,11,10.6,4.2,72,8.2,100,1,29,80.86161721,https://www.topuniversities.com/sites/default/files/university-of-dubai_592560df9988f300e2320a7d_small.jpg
887,University of Ghana,NA,Ghana,Africa,11.5,5.3,1.9,7.6,1.7,72.8,4.5,7.6,49,16.92418417,https://www.topuniversities.com/sites/default/files/university-of-ghana_15046_small.jpg
888,University of Hertfordshire,NA,United Kingdom,Europe,4.4,5.2,5.9,3.7,100,58.8,62,2.1,52,78.90086953,https://www.topuniversities.com/sites/default/files/university-of-hertfordshire_592560cf2aeae70239af50de_small.jpg
889,University of Lincoln,NA,United Kingdom,Europe,5.9,9.9,7.9,4.7,47.2,58.5,74,10.1,55,78.90086953,https://www.topuniversities.com/sites/default/files/university-of-lincoln_592560cf2aeae70239af50f6_small.jpg
890,University of Mississippi,NA,United States,North America,4.2,5.5,83,2,2.9,58,6.1,1.7,54,89.24293274,https://www.topuniversities.com/sites/default/files/university-of-mississippi_592560cf2aeae70239af536f_small.jpg
891,University of Palermo,NA,Italy,Europe,11.1,32.2,4.4,2.3,1.9,81.6,2.4,5.7,59,72.96288444,https://www.topuniversities.com/sites/default/files/university-of-palermo_592560cf2aeae70239af5347_small.jpg
892,University of Santo Tomas,NA,Philippines,Asia,12.8,1.3,12.5,39.9,5.8,18.1,34.9,2.4,51,26.75310693,https://www.topuniversities.com/sites/default/files/university-of-santo-tomas_592560cf2aeae70239af4ca8_small.jpg
893,University of South Africa,NA,South Africa,Africa,10.6,7.3,1.1,7.2,7.3,91,NA,3.1,74,39.20371445,https://www.topuniversities.com/sites/default/files/university-of-south-africa_592560cf2aeae70239af4f45_small.jpg
894,University of Wroclaw,NA,Poland,Europe,14.9,3.9,32.1,12.6,8.4,54.3,5,9.3,54,59.99969104,https://www.topuniversities.com/sites/default/files/university-of-wroclaw_1465_small.jpg
895,Nantes Université,NA,France,Europe,10.4,21.4,7.8,3.4,15.1,87.3,19.8,7.5,56,77.46249131,https://www.topuniversities.com/sites/default/files/universit-de-nantes_592560cf2aeae70239af55c0_small.jpg
896,Université de Sherbrooke,NA,Canada,North America,6.8,16.9,18.8,4.2,7.6,43,54.7,8,54,83.04588614,https://www.topuniversities.com/sites/default/files/universit-de-sherbrooke_592560cf2aeae70239af5161_small.jpg
897,Université du Québec,NA,Canada,North America,15.3,10.9,1.8,7.6,11,62.6,32.9,9.9,58,83.04588614,https://www.topuniversities.com/sites/default/files/universit-du-qubec_512_small.jpg
898,"Vietnam National University, Hanoi ",NA,Vietnam,Asia,15.3,2.4,7.6,18.7,1.2,61,5.5,6.4,54,29.73104127,https://www.topuniversities.com/sites/default/files/vietnam-national-university-hanoi-_592560cf2aeae70239af523a_small.jpg
899,Vilnius Gediminas Technical University (VILNIUS TECH),NA,Lithuania,Europe,8.7,7.8,37.7,13.8,32.9,41.4,14.7,2,54,66.79713661,https://www.topuniversities.com/sites/default/files/VT_logo-48x48.jpg
900,Virginia Commonwealth University,NA,United States,North America,7.1,12.8,38.8,8.5,3.2,73.5,9.7,8.5,63,89.24293274,https://www.topuniversities.com/sites/default/files/virginia-commonwealth-university_654_small.jpg
901,Yildiz Technical University,NA,Türkiye,Asia,9.7,12.2,4.2,24.7,18.5,38.9,9.1,35.1,54,NA,https://www.topuniversities.com/sites/default/files/yildiz-technical-university_592560cf2aeae70239af5aa4_small.jpg
902,Australian Catholic University,NA,Australia,Oceania,8.2,12.1,5.1,8.9,41.7,33.9,71,2.7,76,86.09321752,https://www.topuniversities.com/sites/default/files/australian-catholic-university_592560cf2aeae70239af4dc8_small.jpg
903,Beijing Jiaotong University,NA,China,Asia,9.7,31.8,15.2,5.4,9.6,29.1,4.7,1.2,54,52.76973633,https://www.topuniversities.com/sites/default/files/beijing-jiaotong-university_592560cf2aeae70239af525e_small.jpg
904,Beijing University of Posts and Telecommunications,NA,China,Asia,3.2,49.3,10.2,2.6,1.7,18.7,4.7,1.4,54,52.76973633,https://www.topuniversities.com/sites/default/files/beijing-university-of-posts-and-telecommunications_2014_small.jpg
905,Catania University,NA,Italy,Europe,11.6,23.4,5.4,3,4.5,71.3,3.5,3.6,54,72.96288444,https://www.topuniversities.com/sites/default/files/catania-university_592560cf2aeae70239af4aeb_small.jpg
906,Future University in Egypt,NA,Egypt,Africa,4.8,2,34.9,34.7,21.7,40,11.7,1.1,43,30.3810941,https://www.topuniversities.com/sites/default/files/future-university-in-egypt_592560cf2aeae70239af5834_small.jpg
907,Gazi Üniversitesi,NA,Türkiye,Asia,18.6,4.4,6,15.3,3.3,56,1,20.1,54,NA,https://www.topuniversities.com/sites/default/files/gazi-niversitesi_592560cf2aeae70239af50b8_small.jpg
908,Georgian Technical University ,NA,Georgia,Asia,7.1,46.9,1,6.6,NA,5.4,NA,1,54,39.13105743,https://www.topuniversities.com/sites/default/files/georgian-technical-university-_592560cf2aeae70239af5668_small.jpg
909,German Jordanian University,NA,Jordan,Asia,8.6,5.6,21.4,15.1,16.3,17.8,65.3,1.5,38,30.29852148,https://www.topuniversities.com/sites/default/files/german-jordanian-university_592560e29988f300e2321333_small.jpg
910,Imam Mohammad Ibn Saud Islamic University – IMSIU,NA,Saudi Arabia,Asia,14.8,1.5,17.4,7.6,4.2,41.9,46.2,1,54,73.39639355,https://www.topuniversities.com/sites/default/files/al-imam-mohammad-ibn-saud-islamic-university_592560cf2aeae70239af4f14_small.jpg
911,Kanazawa University,NA,Japan,Asia,10.5,12.2,55.1,3.9,5.8,31.9,8.1,1.6,37,73.04123134,https://www.topuniversities.com/sites/default/files/kanazawa-university_592560cf2aeae70239af4bb7_small.jpg
912,Karaganda Buketov University,NA,Kazakhstan,Asia,15.6,1.1,41.3,24.5,5.2,7.5,13.1,1,67,49.9990473,https://www.topuniversities.com/sites/default/files/academician-y.a.-buketov-karaganda-university_592560cf2aeae70239af52e9_small.jpg
913,Kyrgyz-Turkish Manas University,NA,Kyrgyzstan,Asia,15.1,1.7,10.7,10.9,19.7,7.1,90.5,1,57,10.04242256,https://www.topuniversities.com/sites/default/files/220106031025am829503Manas-University-logo-48x48.jpg
914,Louisiana State University,NA,United States,North America,9.5,12.9,7.8,6.7,3.8,52.3,8.6,52.8,55,89.24293274,https://www.topuniversities.com/sites/default/files/211217042229pm466378LSU-Logo-48x48.jpg
915,Makerere University,NA,Uganda,Africa,11,4.5,3.4,4.2,7.5,64.8,9.6,3.5,46,0,https://www.topuniversities.com/sites/default/files/makerere-university_15042_small.jpg
916,"Manipal Academy of Higher Education, Manipal, Karnataka, India",NA,India,Asia,10.9,4.4,42.9,8.2,7.7,61.2,1.8,16.5,54,18.52273058,https://www.topuniversities.com/sites/default/files/manipal-academy-of-higher-education_592560cf2aeae70239af4e15_small.jpg
917,Michigan Technological University,NA,United States,North America,4.8,28.6,27.1,3.7,11.1,52.1,11.4,1.9,54,89.24293274,https://www.topuniversities.com/sites/default/files/michigan-technological-university_1810_small.jpg
918,National Research Saratov State University,NA,Russia,Europe,5,1.7,96.7,2.7,16.6,19.1,3,1,58,56.86751092,https://www.topuniversities.com/sites/default/files/national-research-saratov-state-university_1498_small.jpg
919,Nicolaus Copernicus University ,NA,Poland,Europe,7.6,4.9,53.2,2.6,5.3,81.3,3.1,1.7,54,59.99969104,https://www.topuniversities.com/sites/default/files/nicolaus-copernicus-university-_592560cf2aeae70239af503a_small.jpg
920,North South University,NA,Bangladesh,Asia,13.3,2.7,6.1,48.1,1.1,24.5,7.9,1.5,42,21.28320627,https://www.topuniversities.com/sites/default/files/north-south-university_592560cf2aeae70239af4de2_small.jpg
921,Osaka Metropolitan University,NA,Japan,Asia,12.4,6.5,51.3,11.6,3.1,29.3,4.6,1.1,37,73.04123134,https://www.topuniversities.com/sites/default/files/230711044707am750078QS1maincolor-001-symbol-48x48.jpg
922,Princess Sumaya University for Technology,NA,Jordan,Asia,9.1,5.1,11.9,25.3,50,6,47.3,1.2,54,30.29852148,https://www.topuniversities.com/sites/default/files/211107084721am862411PSUT-Logo-Stacked-RGB-48x48.jpg
923,Ritsumeikan Asia Pacific University ,NA,Japan,Asia,6.1,2.5,2.6,8.3,99.4,3.7,99.9,1,54,73.04123134,https://www.topuniversities.com/sites/default/files/ritsumeikan-asia-pacific-university-_592560cf2aeae70239af4e82_small.jpg
924,Robert Gordon University,NA,United Kingdom,Europe,3.7,5.3,5.6,11.5,74.1,35.8,62.6,5.8,60,78.90086953,https://www.topuniversities.com/sites/default/files/robert-gordon-university_529_small.jpg
925,South Ural State University (National Research University),NA,Russia,Europe,8.4,3.6,44.1,4.7,13.4,84.1,4.5,1.6,54,56.86751092,https://www.topuniversities.com/sites/default/files/south-ural-state-university-national-research-university_592560cf2aeae70239af58d1_small.jpg
926,Universidad Católica del Uruguay (UCU),NA,Uruguay,Latin America,12.5,1.2,64.4,12.8,2.8,6.4,9.5,1,54,63.23619624,https://www.topuniversities.com/sites/default/files/universidad-catlica-del-uruguay-ucu_592560cf2aeae70239af54bb_small.jpg
927,"Universidad Central ""Marta Abreu"" de Las Villas",NA,Cuba,Latin America,5.3,1.2,99.7,1.4,1.2,17.4,1.1,1,54,NA,https://www.topuniversities.com/sites/default/files/universidad-central-marta-abreu-de-las-villas_592560cf2aeae70239af54c1_small.jpg
928,Universidad EAFIT,NA,Colombia,Latin America,12.9,2.3,4.9,42.8,1.4,11.3,3.1,4.8,54,39.64359706,https://www.topuniversities.com/sites/default/files/universidad-eafit_592560cf2aeae70239af4d9b_small.jpg
929,Universidad Externado de Colombia ,NA,Colombia,Latin America,13,1.1,36.4,28.9,1.5,4.3,10.5,1,54,39.64359706,https://www.topuniversities.com/sites/default/files/universidad-externado-de-colombia_795_small.jpg
930,Universidad Nacional Mayor de San Marcos,NA,Peru,Latin America,20.6,1.3,7.9,22.9,NA,33.2,NA,1.1,54,41.41665713,https://www.topuniversities.com/sites/default/files/universidad-nacional-mayor-de-san-marcos_592560cf2aeae70239af5158_small.jpg
931,Universidad Nacional de Córdoba - UNC,NA,Argentina,Latin America,26.4,1.6,6.2,14,1.5,44.4,1.4,1.7,54,54.82965427,https://www.topuniversities.com/sites/default/files/universidad-nacional-de-crdoba-unc_592560cf2aeae70239af511e_small.jpg
932,Universidad Pontificia Bolivariana ,NA,Colombia,Latin America,8.4,1.7,74.7,8.8,2.3,10,3.8,1.6,54,39.64359706,https://www.topuniversities.com/sites/default/files/universidad-pontificia-bolivariana-_592560cf2aeae70239af5511_small.jpg
933,Universidade Católica Portuguesa,NA,Portugal,Europe,13,6.1,11.9,13.6,30.2,27.8,9.3,5.8,54,66.14337006,https://www.topuniversities.com/sites/default/files/universidade-catlica-portuguesa-ucp_592560cf2aeae70239af4af1_small.jpg
934,Universidade de Vigo,NA,Spain,Europe,8.9,18,9.4,5.3,4.8,79.9,2.1,39.8,54,70.02244012,https://www.topuniversities.com/sites/default/files/220406023231pm599996220331033736pm534640Logo-UVigo-200x200-48x48.jpg
935,Universite Paris-Pantheon-Assas,NA,France,Europe,7.1,1.2,62.1,3.5,26.1,4.3,11.8,1,54,77.46249131,https://www.topuniversities.com/sites/default/files/221115023548pm579565Pantheon-logo-200x200-48x48.jpg
936,University of Alabama at Birmingham ,NA,United States,North America,5.8,16.8,56,4.2,NA,54.5,NA,2,54,89.24293274,https://www.topuniversities.com/sites/default/files/university-of-alabama-at-birmingham_2118_small.jpg
937,University of Calabria,NA,Italy,Europe,6.8,22.6,5.5,2.3,6.2,81.4,8.3,29.6,62,72.96288444,https://www.topuniversities.com/sites/default/files/university-of-calabria_592560cf2aeae70239af5821_small.jpg
938,University of East London,NA,United Kingdom,Europe,3.6,6.2,3.1,3.6,100,33.3,73.1,1.1,56,78.90086953,https://www.topuniversities.com/sites/default/files/Webp.net-resizeimage-71-48x48.jpg
939,University of Ha'il,NA,Saudi Arabia,Asia,5.2,2.4,39.4,1.9,3,43.3,100,1.5,54,73.39639355,https://www.topuniversities.com/sites/default/files/university-of-hail_592560cf2aeae70239af5464_small.jpg
940,University of Lodz,NA,Poland,Europe,11.5,3.4,39.5,4.1,11.3,70.9,4,1.9,62,59.99969104,https://www.topuniversities.com/sites/default/files/university-of-lodz_592560cf2aeae70239af4be4_small.jpg
941,University of Maribor,NA,Slovenia,Europe,8,6.8,29.2,6.6,13,61,1.8,9.1,54,70.12611194,https://www.topuniversities.com/sites/default/files/university-of-maribor_592560cf2aeae70239af509c_small.jpg
942,University of Murcia,NA,Spain,Europe,11.7,6.8,24.5,2.9,3.9,79.8,1.7,44.9,62,70.02244012,https://www.topuniversities.com/sites/default/files/university-of-murcia_592560cf2aeae70239af4c29_small.jpg
943,University of Nairobi,NA,Kenya,Africa,10,1.8,20.1,11.7,NA,50.1,NA,1.8,24,15.90949863,https://www.topuniversities.com/sites/default/files/university-of-nairobi_15043_small.jpg
944,University of Peshawar,NA,Pakistan,Asia,6.9,21.4,34.3,9.9,1.9,42.9,NA,1.1,18,9.699987771,https://www.topuniversities.com/sites/default/files/university-of-peshawar_592560cf2aeae70239af4d90_small.jpg
945,University of Salford,NA,United Kingdom,Europe,6.8,6.9,6.4,3.9,69.8,63.6,36.7,5.8,55,78.90086953,https://www.topuniversities.com/sites/default/files/university-of-salford_592560cf2aeae70239af4ca5_small.jpg
946,Università degli Studi della Tuscia (University of Tuscia),NA,Italy,Europe,4.6,43.6,5.6,1.2,10.4,32.4,13.7,2.2,54,72.96288444,https://www.topuniversities.com/sites/default/files/universita-degli-studi-della-tuscia_592560cf2aeae70239af500f_small.jpg
947,Università degli studi Roma Tre,NA,Italy,Europe,17.4,12.1,2.2,8,4.2,62.5,8.5,19.7,54,72.96288444,https://www.topuniversities.com/sites/default/files/universit-degli-studi-roma-tre_15002_small.jpg
948,Viet Nam National University Ho Chi Minh City (VNU-HCM),NA,Vietnam,Asia,18.8,2.1,5.7,24.6,1.1,45.7,4.2,4.6,54,29.73104127,https://www.topuniversities.com/sites/default/files/vietnam-national-university-ho-chi-minh-city-vnu-hcm_592560cf2aeae70239af4d92_small.jpg
949,Worcester Polytechnic Institute,NA,United States,North America,3.5,26.2,17.4,5.2,23.5,25.6,42,1.9,38,89.24293274,https://www.topuniversities.com/sites/default/files/worcester-polytechnic-institute_592560cf2aeae70239af4dc0_small.jpg
950,Wroclaw University of Science and Technology (WRUST),NA,Poland,Europe,11.7,5.3,33.7,18.9,5,55.5,3.4,1.3,54,59.99969104,https://www.topuniversities.com/sites/default/files/wroclaw-university-of-technology_592560cf2aeae70239af5039_small.jpg
951,Yerevan State University,NA,Armenia,Asia,7,1.3,51.4,2.9,1.7,20,5.1,1,53,40.01674058,https://www.topuniversities.com/sites/default/files/yerevan-state-university_592560e59988f300e2321a5c_small.jpg
952,Yokohama City University,NA,Japan,Asia,3.4,10.3,96.2,2.4,2.4,10.5,5.4,1,55,73.04123134,https://www.topuniversities.com/sites/default/files/yokohama-city-university_592560cf2aeae70239af4d32_small.jpg
953,Almaty Technological University,NA,Kazakhstan,Asia,6.2,1,88.1,4.2,4.8,2.9,25,1.1,56,49.9990473,https://www.topuniversities.com/sites/default/files/almaty-technological-university_592560cf2aeae70239af592a_small.jpg
954,Athens University of Economics and Business,NA,Greece,Europe,7.6,20,1.7,29.3,3.1,14,1.6,2.4,45,63.28306397,https://www.topuniversities.com/sites/default/files/220228075444am741134AUEBLogo-48x48.jpg
